ID,CODIGO,PAIS,ALIMENTO,TIPO,CEPA,PARTE,PROCESO,GRADO,MENSAJE,GENERO,ESPECIE,VARIEDAD,NOMBRE_ALT,NOMBRE_COMERCIAL,REFERENCIA,NOMBRE_CORTO,WATER,PROCNT,XN,FAT,ASH,FIBTG,CHOCDF,CHOAVL,ENERC,ENERC_KJ,FASAT,FAMS,FAPU,CHOLE,NA,K,CA,P,FE,ZN,VITA,CARTBEQ,THIA,RIBF,NIA,VITC
2667,D103,Bolivia,Aceite ,de oliva,,fruto,prensado,liquido,,Olea ,europaea L.,,,,Lab.Nutricion INLASA,"Aceite, de oliva ","0,67",0,,"99,33","0,04",0,"-0,04",0,"893,97","3740,37",,,,,,,,,,,,,,,,
2668,D104,Bolivia,Aceite ,de palma de motacú,,fruto,prensado,liquido,Aceite de fruto de la palmera,Attalea ,phalerata,,,,Lab.Nutricion INLASA,"Aceite, de palma de motacú ","0,2",0,,"99,8",,0,0,0,"898,2","3758,07",,,,,,,,,,,,,,,,
2669,D037,Brasil,Azeite,de dendê,,,extraído da fruta esterilizada,,,Elaeis,guineensis L.,Dura Dumpy,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,9400,,,,,
2670,D038,Brasil,Azeite,de dendê,,,extraído da fruta fresca,,,Elaeis,guineensis L.,Dura Dumpy,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,"9999,99",,,,,
2671,D039,Brasil,Azeite,de dendê,,,extraído da fruta esterilizada,,,Elaeis,guineensis L.,Psifera,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,2500,,,,,
2672,D040,Brasil,Azeite,de dendê,,,extraído da fruta fresca,,,Elaeis,guineensis L.,Psifera,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,3600,,,,,
2673,D041,Brasil,Azeite,de dendê,,,extraído da fruta esterilizada,,,Elaeis,guineensis L.,Tenera,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,6300,,,,,
2674,D042,Brasil,Azeite,de dendê,,,extraído da fruta fresca,,,Elaeis,guineensis L.,Tenera,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,7600,,,,,
2675,D043,Brasil,Azeite,de dendê,,,extraído da fruta esterilizada,,,Elaeis,oleifera,,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,"9999,99",,,,,
2676,D044,Brasil,Azeite,de dendê,,,extraído da fruta fresca,,,Elaeis,oleifera,,,,302,"Azeite, de dendê",,,,,,,,,,,,,,,,,,,,,"9999,99",,,,,
2677,D045,Brasil,Azeite,de oliva,,,,,,Olea,europaea,,,,"54, 145","Azeite, de oliva",,,,,,,,,,,"14,77","70,77","12,94",,,,,,,,,,,,,
2678,D046,Brasil,Azeite,de oliva,,,,,,Olea,europaea L.,,,,"54, 145","Azeite, de oliva",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2679,D105,Brasil,Azeite,oliva,,,extra virgem,,,,,,,Cirio,"340, 24","Azeite, oliva, Cirio",0,0,,100,,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2680,D047,México,Crema,agria,,,,40% grasa,,,,,,,,"Crema, agria, 40 % grasa","57,7","2,1","6,38",37,"0,5",,"2,7","2,7","352,4","1474,44","23,03","9,31","0,84",137,38,75,65,66,"0,1","0,23",421,,"0,02","0,11",0,0
2681,D048,México,Crema,de leche,,,,polvo,,,,,,,,"Crema, de leche, polvo","2,9","34,3","6,38","5,8",8,,49,49,385,"1610,84","3,6","1,45","0,13",69,517,1592,1184,,"0,3","4,02",54,,"0,39","1,58","0,34",6
2682,D049,México,Crema,dulce,,,,20% grasa,,,,,,,,"Crema, dulce, 20 % grasa ","73,8","2,7","6,38","19,3","0,6",,"3,6","3,6","198,98","832,53","12,02","4,86","0,44",66,40,122,96,,"0,1","0,27",200,,"0,03","0,15",0,1
2683,D050,México,Grasa,animal,,,,,Promedio de diferentes especies,,,,,,,"Grasa, animal",0,0,,100,0,0,0,0,900,"3765,6",43,41,11,95,0,0,0,,0,0,0,,0,0,0,0
2684,D051,Argentina,Grasa,de cerdo,,,,,,,,,,,,"Grasa, de cerdo","0,1",0,,"99,8",0,0,0,0,"898,6","3759,74",,,,,,,,,,,,,,,,
2685,D052,Argentina,Grasa,de vacuno,,,,,,,,,,,,"Grasa, de vacuno","0,1",0,,"99,9",0,0,0,0,"899,1","3761,83",,,,,,,,,,,,,,,,
2686,D053,Colombia,Grasa,vegetal,,,,alimenticia,,,,,,,,"Grasa, vegetal, alimenticia",1,0,,"98,5","0,5",0,0,0,"886,5","3709,12",,,,,,,0,0,0,,0,,0,0,0,0
2687,D054,México,Grasa,vegetal,,,,para cocinar,Promedio de diferentes variedades,,,,,,,"Grasa, vegetal, para cocinar",0,0,"5,3",100,0,0,0,0,900,"3765,6",23,65,7,0,0,0,0,0,0,0,0,,0,0,0,0
2688,D055,Bolivia,Manteca,de cerdo,,,,,,Sus,domesticus,,,,,"Manteca, de cerdo","0,4","0,6",,98,0,0,0,0,"888,4","3717,07",,,,,,,19,4,"0,7",,10,,"0,03","0,1","0,19",0
2689,D056,Colombia,Manteca,de cerdo,,,,,,,,,,,,"Manteca, de cerdo",1,0,,99,0,0,0,0,891,"3727,94",,,,,,,0,0,0,,0,,0,0,0,0
2690,D057,México,Manteca,de cerdo,,,,,,,,,,,,"Manteca, de cerdo",0,0,,100,0,0,0,0,900,"3765,6","39,2","41,2","10,2",95,0,0,0,0,0,"0,11",,,,,,0
2691,D058,Perú,Manteca,de cerdo,,,,,,,,,,,,"Manteca, de cerdo",0,0,,"99,9","0,1",0,0,0,"899,1","3761,83",,,,,,,,,,,,,,,,
2692,D059,Argentina,Manteca,,,,,fresca,,,,,,,,"Manteca, fresca","15,3","0,5","6,38",84,"0,2",0,0,0,758,"3171,47",,,,,223,15,15,24,"0,16",,,,,,,
2693,D060,Bolivia,Manteca,vegetal,margarina,,,,,,,,Margarina,,,"Manteca, vegetal",0,"0,7",,"99,3",0,0,0,0,"896,5","3750,96",,,,,,,0,0,0,,35,,,,"0,38",0
2694,D061,Brasil,Manteiga,,,,,,,,,,,,"17, 228",Manteiga,"15,15","0,62",,"82,32",1,,"0,91","0,91",747,"3125,45",,,,,,,,,,,,,,,,
2695,D062,Brasil,Manteiga,de cacau,,,,,,,,,,,"136, 304","Manteiga, de cacau",0,,,,,,,,,,"61,11","36,3","3,65",,,,,,,,,,,,,
2696,D063,Brasil,Manteiga,de cacau,,,,,,Theobroma,cacao L.,,,,136,"Manteiga, de cacau",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2697,D106,Brasil,Manteiga,levemente salgada,,,light,,,,,,,Teixeira,"342, 348","Manteiga, levemente salgada, light, Teixeira","50,49","0,12","6,25","46,89","1,29",0,"1,21","1,21","427,33","1787,95",,,,,,,,,,,,,,,,
2698,D064,Bolivia,Mantequilla,,Tolavi Cochabamba,,,,,,,,,,,Mantequilla,"21,9","1,3",,"70,6","0,1",0,"6,1","6,1","640,6","2680,27",,,,,,,198,64,"0,7",,202,,"0,02","0,05","0,14",0
2699,D065,Perú,Mantequilla,,,,,,,,,,,,,Mantequilla,16,2,,82,0,0,0,0,746,"3121,26",,,,,,,,,,,671,,,,,
2700,D066,Bolivia,Mantequilla,,Pil Cochabamba,,con sal,,,,,,,,,"Mantequilla, con sal","17,1","2,4",,"75,9",0,0,"4,6","4,6","711,1","2975,24",,,,,,,71,81,"0,8",,216,,"0,02","0,08","0,16",0
2701,D067,México,Mantequilla,,,,con sal,,,,,,,,,"Mantequilla, con sal","15,9","0,8","6,38","81,1","2,8",0,"-0,6",0,733,"3066,87","50,49","20,4","1,83",219,826,26,24,23,"0,1",0,754,,"0,01","0,03",0,0
2702,D068,Bolivia,Mantequilla,,Pil Cochabamba,,sin sal,,,,,,,,,"Mantequilla, sin sal","11,1","1,3",,"76,1","0,1",0,,,,,,,,,,,18,24,"0,3",,189,,"0,01","0,1","0,13",0
2703,D069,Colombia,Mantequilla,,,,sin sal,,,,,,,,,"Mantequilla, sin sal","15,6","1,2",,"82,2","0,1",0,"0,9","0,9","748,2","3130,47",,,,,,,22,20,"0,2",,1441,,0,"0,01","0,1",0
2704,D070,México,Mantequilla,,,,sin sal,,,,,,,,,"Mantequilla, sin sal","15,9","0,8","6,38","81,1","0,1",0,"2,1","2,1","741,5","3102,44","50,49","20,4","1,83",219,10,10,24,23,"0,1",0,754,,"0,01","0,03",0,0
2705,D071,Brasil,Margarina,,,,,,,,,,,,"4, 46, 183",Margarina,"16,67",0,,"83,33",0,,0,0,"749,97","3137,87",,,,,,,,,,,,,,,,
2706,D072,Colombia,Margarina,,,,,,,,,,,,,Margarina,"15,5","0,6",,81,"2,5",0,"0,4","0,4",733,"3066,87",,,,,,,2,15,"0,2",,0,,0,0,0,0
2707,D073,Brasil,Margarina,brasileira,,,,,,,,,,,183,"Margarina, brasileira",,,,,,,,,,,"16,55","38,25","28,22",,,,,,,,,,,,,
2708,D074,México,Margarina,,,,con sal,,,,,,,,,"Margarina, con sal","15,7","0,9","6,25","80,5","2,5",0,"0,4","0,4","729,7","3053,06","15,8","35,8","24,3",0,943,42,30,"22,9","0,1",,993,,"0,01","0,04",0,0
2709,D075,Colombia,Margarina,enriquecida,,,,,,,,,,,,"Margarina, enriquecida","15,5","0,6",,81,"2,5",0,"0,4","0,4",733,"3066,87",,,,,,,2,15,"0,2",,1502,,0,0,0,0
2710,D076,Argentina,Margarina,vegetal,,,de aceite vegetal hidrogenado,,,,,,,Manty,F,"Margarina, vegetal",16,,,83,,,,,,,"14,1","41,5","27,4",,,,,,,,,,,,,
2711,D077,Argentina,Margarina,vegetal,,,de aceite vegetal hidrogenado,,,,,,,Delicia,F,"Margarina, vegetal",16,,,83,,,,,,,"20,3","49,8","12,9",,,,,,,,,,,,,
2712,D107,Costa Rica,Margarina,vegetal,,,cristalización,,,,,,,,,"Margarina, vegetal","15,6",,,"41,7",,,,,,,,,,,,,,,,,,,,,,
2713,D108,Costa Rica,Margarina,vegetal,clásica,,cristalización,,,,,,,,,"Margarina, vegetal, clásica","14,5",,,79,,,,,,,,,,,,,,,,,,,,,,
2714,D078,Perú,Margarina,vegetal,,,con sal,,,,,,,,,"Margarina, vegetal, con sal",16,"0,6",,82,"2,1",0,,,,,,,,,,,,,,,,,,,,
2715,D109,Costa Rica,Margarina,vegetal,light,,cristalización,,,,,,,,,"Margarina, vegetal, light","57,2",,,"41,7",,,,,,,,,,,,,,,,,,,,,,
2716,D110,Costa Rica,Margarina,vegetal,light,,cristalización,,,,,,,,,"Margarina, vegetal, light","54,7",,,43,,,,,,,,,,,,,,,,,,,,,,
2717,D111,Costa Rica,Margarina,vegetal,para cocinar,,cristalización,,,,,,,,,"Margarina, vegetal, para cocinar",16,,,79,,,,,,,,,,,,,,,,,,,,,,
2718,D112,Costa Rica,Margarina,vegetal,reducida en aceite,,cristalización,,,,,,,,,"Margarina, vegetal, reducida en aceite","26,6",,,67,,,,,,,,,,,,,,,,,,,,,,
2719,D079,Argentina,Margarina,vegetal,reducida en calorías,,de aceite vegetal hidrogenado,,,,,,,Manty Liviana,F,"Margarina, vegetal, reducida en calorías",42,,,56,,,,,,,"13,5",33,"9,5",,,,,,,,,,,,,
2720,D113,Costa Rica,Margarina,vegetal,sin sal,,cristalización,,,,,,,,,"Margarina, vegetal, sin sal",17,,,"83,3",,,,,,,,,,,,,,,,,,,,,,
2721,D114,Costa Rica,Margarina,vegetal,suave,,cristalización,,,,,,,,,"Margarina, vegetal, suave","15,6",,,80,,,,,,,,,,,,,,,,,,,,,,
2722,D115,Costa Rica,Margarina,vegetal,taste,,cristalización,,,,,,,,,"Margarina, vegetal, taste",15,,,79,,,,,,,,,,,,,,,,,,,,,,
2723,D080,Brasil,Óleo,composto (85% soja/15%oliva),,,,,,,,,,,54,"Óleo, composto (85% soja/15% oliva)",0,0,,100,0,,0,0,900,"3765,6","13,5","26,1","55,8",,,,,,,,,,,,,
2724,D081,Brasil,Óleo,de abacate,,,bruto,,,Persea americana,americana,,,,140,"Óleo, de abacate, bruto",0,0,,100,0,,0,0,900,"3765,6","20,43","67,74","11,68",,,,,,,,,,,,,
2725,D082,Brasil,Óleo,de babaçu,,,,,,Orbignia,martiana,,,,"48, 55","Óleo, de abaçu",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2726,D083,Brasil,Óleo,de adlay,,semente,,,,Coix ,lacyma Jobi L.,,,,166,"Óleo, de adlay, semente",0,0,,100,0,,0,0,900,"3765,6","17,3","49,7",33,,,,,,,,,,,,,
2727,D084,Brasil,Óleo,de algodão,,,,,,Gossypium ,spp.,,,,"54, 55","Óleo, de algodão",,,,,,,,,,,"25,5","19,55","53,05",,,,,,,,,,,,,
2728,D085,Brasil,Óleo,de algodão,,,,,,Gossypium ,spp.,,,,"54, 55","Óleo, de algodão",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2729,D086,Brasil,Óleo,de amendoim,,,,,,Arachis,hypogaea L.,,,,55,"Óleo, de amendoim",0,0,,100,0,,0,0,900,"3765,6","17,4","40,3",39,,,,,,,,,,,,,
2730,D087,Brasil,Óleo,de arroz,,,,,,Oryza,sativa,,,,"54, 55, 145","Óleo, de arroz",,,,,,,,,,,"18,68","44,75","35,46",,,,,,,,,,,,,
2731,D088,Brasil,Óleo,de arroz,,,,,,Oryza,sativa,,,,"54, 55, 145","Óleo, de arroz",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2732,D089,Brasil,Óleo,de babaçu,,,,,,Orbignia,martiana,,,,"48, 55","Óleo, de babaçu",,,,,,,,,,,"82,94","14,16","2,36",,,,,,,,,,,,,
2733,D090,Brasil,Óleo,de cação anequim,,fígado,,,,Isurus ,axyrinchos,,,,135,"Óleo, de fígado, cação anequim",0,0,,100,0,,0,0,900,"3765,6","31,89","32,97","31,68",,,,,,,,,,,,,
2734,D091,Brasil,Óleo,de cação azul,,fígado,,,,Prionace,glauca,,,,135,"Óleo, de fígado, cação azul",0,0,,100,0,,0,0,900,"3765,6","29,71","32,05","35,73",,,,,,,,,,,,,
2735,D092,Brasil,Óleo,de girassol,,,,,,Helianthus,annuus,,,,"55, 145","Óleo, de girassol",,,,,,,,,,,"10,85","24,24","65,33",,,,,,,,,,,,,
2736,D093,Brasil,Óleo,de girassol,,,,,,Helianthus,annuus L.,,,,"55, 145","Óleo, de girassol",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2737,D094,Brasil,Óleo,de milho,,,,,,Zea,mays,,,,"54, 55, 145","Óleo, de milho",,,,,,,,,,,"15,85","34,15","48,79",,,,,,,,,,,,,
2738,D095,Brasil,Óleo,de milho,,,,,,Zea,mays,,,,"54, 55, 145","Óleo, de milho",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2739,D096,Brasil,Óleo,de sardinha,,,,,,Sardinella,brasiliensis,,,,163,"Óleo, de sardinha",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2740,D097,Brasil,Óleo,de soja,,,,,,Glycine,max,,,,"54, 55, 145","Óleo, de soja",,,,,,,,,,,"16,4","23,5","59,26",,,,,,,,,,,,,
2741,D098,Brasil,Óleo,de soja,,,,,,Glycine,max,,,,"19, 54, 55, 68","Óleo, de soja",0,0,,100,0,,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2742,D099,Brasil,Óleo,de soja,,,cobertura sardinha enlatada,,,Glycine,max,,,,68,"Óleo, de soja, cobertura sardinha enlatada",,,,,,,,,,,"14,67","21,86","62,16",,,,,,,,,,,,,
2743,D100,Bolivia,Sebo,grasa,de res,,,,,Bos,taurus,,,,,"Sebo, de res","6,4","1,7",,"92,4","0,1",0,,,,,,,,,,,1,"0,3",0,,0,,"0,08","0,02","0,4",0
2744,D116,Brasil,Creme vegetal,c/ sal,,,,,,,,,,Franciscano,328,"Creme vegetal, c/ sal, Franciscano","38,2",0,"6,25",60,"1,8",0,0,0,540,"2259,36",,,,,,,,,,,,,,,,
2745,D117,Brasil,Creme vegetal,s/ sal,,,,,,,,,,Franciscano,328,"Creme vegetal, s/ sal, Franciscano",40,0,"6,25",60,0,0,0,0,540,"2259,36",,,,,,,,,,,,,,,,
2746,D118,Brasil,Gordura ,vegetal,,,hidrogenada,,,,,,,Mesa,328,"Gordura, vegetal, hidrogenada, Mesa",0,0,"6,25",100,0,0,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2747,D119,Brasil,Manteiga e margarina,c/ sal,,,,,,,,,,Amélia cremosa,328,"Manteiga e margarina, c/ sal, Amélia cremosa","18,65","0,15","6,25",80,"1,2",0,0,0,721,"3016,66",,,,,,,,,,,,,,,,
2748,D120,Brasil,Manteiga e margarina,s/ sal,,,,,,,,,,Amélia cremosa,328,"Manteiga e margarina, s/ sal, Amélia cremosa","19,85","0,15","6,25",80,0,0,0,0,721,"3016,66",,,,,,,,,,,,,,,,
2749,D121,Brasil,Manteiga e margarina,c/ sal,,,,,,,,,,Vigor cremosa,328,"Margarina e manteiga, c/ sal, Vigor cremosa","48,8",0,"6,25",50,"1,2",0,0,0,450,"1882,8",,,,,,,,,,,,,,,,
2750,D122,Brasil,Manteiga e margarina,c/ sal,,,,,,,,,,Vigor mix,328,"Margarina e manteiga, c/ sal, Vigor mix","18,65","0,15","6,25",80,"1,2",0,0,0,721,"3016,66",,,,,,,,,,,,,,,,
2751,D123,Brasil,Manteiga e margarina,s/ sal,,,,,,,,,,Vigor cremosa,328,"Margarina e manteiga, s/ sal, Vigor cremosa",50,0,"6,25",50,0,0,0,0,450,"1882,8",,,,,,,,,,,,,,,,
2752,D124,Brasil,Manteiga e margarina,s/ sal,,,,,,,,,,Vigor mix,328,"Margarina e manteiga, s/ sal, Vigor mix","19,85","0,15","6,25",80,0,0,0,0,721,"3016,66",,,,,,,,,,,,,,,,
2753,D125,Brasil,Margarina,ao leite,,c/ sal,,,,,,,,Leco,328,"Margarina, ao leite, c/ sal, Leco","34,9","1,3","6,25",60,"1,9",0,"1,9","1,9",553,"2313,75",,,,,,,,,,,,,,,,
2754,D126,Brasil,Margarina,ao leite,,s/ sal,,,,,,,,Leco,328,"Margarina, ao leite, s/ sal, Leco","36,6","1,3","6,25",60,"0,2",0,"1,9","1,9",553,"2313,75",,,,,,,,,,,,,,,,
2755,D127,Brasil,Margarina,c/ sal,,,,,,,,,,Amélia,328,"Margarina, c/ sal, Amélia","18,2",0,"6,25",80,"1,8",0,0,0,720,"3012,48",,,,,,,,,,,,,,,,
2756,D128,Brasil,Margarina,c/ sal,,,light,,,,,,,Franciscano,328,"Margarina, c/ sal, light, Franciscano","59,5",0,"6,25",38,"2,5",0,0,0,342,"1430,93",,,,,,,,,,,,,,,,
2757,D129,Brasil,Margarina,c/ sal,,,,,,,,,,Mesa,328,"Margarina, c/ sal, Mesa","57,5",0,"6,25",40,"2,5",0,0,0,360,"1506,24",,,,,,,,,,,,,,,,
2758,D130,Brasil,Margarina,c/ sal,,uso geral,,,,,,,,Amélia,328,"Margarina, c/ sal, uso geral, Amélia","37,5",0,"6,25",60,"2,5",0,0,0,540,"2259,36",,,,,,,,,,,,,,,,
2759,D131,Brasil,Margarina,c/ sal,,,,,,,,,,Vigor,328,"Margarina, c/ sal, Vigor",40,0,"6,25",60,0,0,0,0,540,"2259,36",,,,,,,,,,,,,,,,
2760,D132,Brasil,Margarina,,,,,,,,,,,Culinária Vigor,328,"Margarina, Culinária Vigor","19,6",0,"6,25",80,"0,4",0,0,0,720,"3012,48",,,,,,,,,,,,,,,,
2761,D133,Brasil,Margarina,s/ sal,,,,,,,,,,Amélia,328,"Margarina, s/ sal, Amélia",20,0,"6,25",80,0,0,0,0,720,"3012,48",,,,,,,,,,,,,,,,
2762,D134,Brasil,Margarina,s/ sal,,,light,,,,,,,Franciscano,328,"Margarina, s/ sal, light, Franciscano",62,0,"6,25",38,0,0,0,0,342,"1430,93",,,,,,,,,,,,,,,,
2763,D135,Brasil,Margarina,s/ sal,,,,,,,,,,Mesa,328,"Margarina, s/ sal, Mesa",60,0,"6,25",40,0,0,0,0,360,"1506,24",,,,,,,,,,,,,,,,
2764,D136,Brasil,Margarina,s/ sal,,uso geral,,,,,,,,Amélia,328,"Margarina, s/ sal, uso geral, Amélia",40,0,"6,25",60,0,0,0,0,540,"2259,36",,,,,,,,,,,,,,,,
2765,D137,Brasil,Margarina,s/ sal,,,,,,,,,,Vigor,328,"Margarina, s/ sal, Vigor",40,0,"6,25",60,0,0,0,0,540,"2259,36",,,,,,,,,,,,,,,,
2766,D138,Brasil,Óleo,canola,,,,,,,,,,Vigor,328,"Óleo, canola, Vigor",0,0,,100,0,0,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2767,D139,Brasil,Óleo,composto (85% soja / 15% oliva),,,,,,,,,,Carmelita,328,"Óleo, composto (85% soja / 15% oliva), Carmelita",0,0,,100,0,0,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2768,D140,Brasil,Óleo,girassol,,,,,,Helianthus ,annuus L.,,,Vigor,328,"Óleo, girassol, Vigor",0,0,,100,0,0,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2769,D141,Brasil,Óleo,milho,,,,,,Zea ,mays,,,Franciscano,328,"Óleo, milho, Franciscano",0,0,,100,0,0,0,0,900,"3765,6",,,,,,,,,,,,,,,,
2770,E001,Argentina,Abadejo,,,carne,cruda,fresco,,Genypterus,blacodes,,,,1,"Abadejo, carne, cruda","81,9","15,8","6,25","0,9","1,2",0,"0,2","0,2","72,1","301,67",,,,,,,,,,,,,,,,
2771,E002,Perú,Acarabuazú,,,,salado/deshidratado,,,,,,,,,"Acarabuazú, salado/deshidratado",25,"47,5",,"9,9",16,0,"1,6","1,6","285,5","1194,53",,,,,,,559,379,"2,5",,,,"0,16","0,89",,"1,2"
2772,E003,Chile,Albacora,,,filete,cruda,fresca,,Xiphias,gladius,,Pez espada,,,"Albacora, filete, cruda, fresca",77,"18,9","6,25",3,1,0,"0,1","0,1",103,"430,95",,,,,,,,,,,,,"0,05","0,05","9,1",
2773,E004,Perú,Almeja,blanca,,,,,,,,,,,,"Almeja, blanca","82,4","14,4",,"1,1","2,2",0,,,,,,,,,,,50,221,"1,8",,28,,"0,01","0,14","2,25","18,3"
2774,E005,México,Almeja,,,carne,,,,Mya,arenario,,,,,"Almeja, carne","83,4",14,"6,25","0,7","1,9",0,0,0,"62,3","260,66","0,2","0,1","0,1",31,36,235,,168,"3,4","1,7",,,,,,0
2775,E006,Chile,Almeja,,,carne,enlatada,fresco,,Ameghinomya,antiqua,King,,,,"Almeja, carne, enlatada","72,1","18,6",,"1,6","1,9",0,"5,8","5,8",112,"468,61","0,45","0,34","0,59",,395,220,62,458,"5,2",,,,0,"0,23","0,55",
2776,E007,Colombia,Almeja,de agua dulce,,,,,,,,,,,,"Almeja, de agua dulce","82,8",6,,"0,3",2,0,"8,9","8,9","62,3","260,66",,,,,,,91,91,39,,"5,1",,"0,08","0,46","1,3",2
2777,E008,Chile,Almeja,,al natural,"carne, drenada",enlatada,,,Protothaca,thaca,,,,,"Almeja, enlatada, carne, drenada","71,9",20,"6,25","3,3",2,0,"2,8","2,8","120,9","505,85",,,,,395,22,"62,1",458,"5,2",,,,"0,02","0,17",,
2778,E489,Argentina,Amarillo,,,músculo dorsal ,a la parrilla,fresco,,Pimedolus,clarias,maculatus,,,UNLitoral,"Amarillo, músculo dorsal, a la parrilla","65,88","21,25","6,25","10,89","2,22",0,,,,,,,,,,,,,,,,,,,,
2779,E490,Argentina,Amarillo,,,músculo dorsal ,al horno,fresco,,Pimedolus,clarias,maculatus,,,UNLitoral,"Amarillo, músculo dorsal, al horno","61,32","19,91","6,25","17,01","2,01",0,,,,,,,,,,,,,,,,,,,,
2780,E491,Argentina,Amarillo,,,músculo dorsal ,crudo,fresco,,Pimedolus,clarias,maculatus,,,UNLitoral,"Amarillo, músculo dorsal, crudo","73,74","17,29","6,25","8,02","1,07",0,,,,,,,,,,,,,,,,,,,,
2781,E492,Argentina,Amarillo,,,músculo dorsal ,frito,fresco,,Pimedolus,clarias,maculatus,,,UNLitoral,"Amarillo, músculo dorsal, frito","59,42","22,81","6,25","15,61","1,9",0,"0,26","0,26","232,77","973,91",,,,,,,,,,,,,,,,
2782,E493,Argentina,Amarillo,,,músculo dorsal ,hervido,fresco,,Pimedolus,clarias,maculatus,,,UNLitoral,"Amarillo, músculo dorsal, hervido","68,51","18,72","6,25","11,69","1,09",0,,"-0,01","180,05","753,33",,,,,,,,,,,,,,,,
2783,E009,Argentina,Anchoa,,,carne,cruda,fresca,,Pomatomus,saltatrix,,,,2,"Anchoa, carne, cruda","76,4","21,5","6,25","0,4","1,2",0,"0,5","0,5","91,6","383,25",,,,,80,266,20,220,"1,4",,,,"0,2","0,51","15,8",
2784,E340,Argentina,Anchoa,pasta,,,conserva,,,,,,,,,"Pasta de anchoa, en conserva","56,5","20,2","6,25","11,6","1,15",0,"10,55","10,55","227,4","951,44",,,,,,,,0,0,,,,,,,
2785,E010,Argentina,Anchoita,,,carne,cruda,fresca,,Engraulis,anchoita,Hubbs Larini,,,3,"Anchoita, carne, cruda","73,02","19,2","6,25","5,36","1,59",0,"0,83","0,83","128,36","537,06",,,,,,,,,,,,,,,,
2786,E011,Venezuela,Anchova,,,carne,cruda,,,,,,,,,"Anchova, carne, cruda","72,9",21,"6,25","5,5","1,2",0,,,,,,,,,,,16,264,"0,9",,,,,,,
2787,E012,Venezuela,Anchova,,,carne,frita,,,,,,,,,"Anchova, carne, frita","62,4",25,"6,25","10,2","1,4",0,1,1,"195,8","819,23",,,,,,,22,291,"0,9",,,,,,,
2788,E013,Venezuela,Anchova,,,carne,sancochada,,,,,,,,,"Anchova, carne, sancochada","66,9","23,4","6,25","8,6","1,1",0,0,0,171,"715,46",,,,,,,17,257,"0,9",,,,,,,
2789,E014,Perú,Anchoveta,,,,,,,,,,,,,Anchoveta,69,21,,9,1,0,0,0,165,"690,36",,,,,,,165,276,"1,4",,,,"0,01","0,21",,"8,7"
2790,E015,Chile,Anchoveta,,,filete,cruda,fresca,,Engraulis,ringers,Jenyns,"Anchoa, Sardina bocona",,,"Anchoveta, filete, cruda, fresca",,,,"9,5",,,,,,,"3,57","2,29","2,53",,,,,,,,,,,,,
2791,E016,Brasil,Aracu,,,inteiro,cru,,,Schizodon,spp.,,,,70,"Aracu, inteiro, cru","69,2",18,,"9,7","3,1",,0,0,"159,3","666,51",,,,,,,,,,,,,,,,
2792,E494,Argentina,Armado,,,músculo dorsal ,al horno,fresco,,Pterodotas,granulosus,,,,UNLitoral,"Armado, músculo dorsal, al horno","69,5","23,74","6,25","3,7","1,93",0,"1,13","1,13","132,78","555,55",,,,,,,,,,,,,,,,
2793,E495,Argentina,Armado,,,músculo dorsal ,crudo,fresco,,Pterodotas,granulosus,,,,UNLitoral,"Armado, músculo dorsal, crudo","81,57","15,4","6,25","1,49","1,24",0,"0,3","0,3","76,21","318,86",,,,,,,,,,,,,,,,
2794,E496,Argentina,Armado,,,músculo dorsal ,frito,fresco,,Pterodotas,granulosus,,,,UNLitoral,"Armado, músculo dorsal, frito","70,59","21,37","6,25","4,91","2,15",0,"0,98","0,98","133,59","558,94",,,,,,,,,,,,,,,,
2795,E497,Argentina,Armado,,,músculo dorsal ,hervido,fresco,,Pterodotas,granulosus,,,,UNLitoral,"Armado, músculo dorsal, hervido","74,55","20,8","6,25","2,06","1,21",0,"1,38","1,38","107,26","448,78",,,,,,,,,,,,,,,,
