name,waterPercentage,caloriesKcal,proteinG,totalFatG,carbohydratesG,dietaryFiberG,calciumMg,phosphorusMg,ironMg,thiamineMg,riboflavinMg,niacinMg,vitaminCmg,vitaminAEquivRetinolMcg,monounsaturatedFatG,polyunsaturatedFatG,saturatedFatG,cholesterolMg,potassiumMg,sodiumMg,zincMg,magnesiumMg,vitaminB6Mg,vitaminB12Mcg,folicAcidMcg,folateEquivFDMcg,edibleFractionPercentage,categoryId
Arveja Grano Seco,11.27,341,24.55,1.16,60.37,25.5,55.0,366.0,4.43,0.73,0.22,2.89,2.0,7.0,0.24,0.5,0.16,0.0,981.0,15.0,3.01,115.0,0.17,0.0,0.0,274.0,1.0,1
Arveja Grano Seco Cocido S/Sal,69.49,118,8.34,0.39,21.1,8.3,14.0,99.0,1.29,0.19,0.06,0.89,0.0,0.0,0.08,0.17,0.05,0.0,362.0,2.0,1.0,36.0,0.05,0.0,0.0,65.0,1.0,1
Arveja Grano Seco Harina,10.0,351,23.4,2.1,62.0,0.0,81.0,297.0,6.0,0.59,0.17,3.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Frijol Blanco Cocido S/Sal,63.08,139,9.73,0.35,25.09,6.3,90.0,113.0,3.7,0.12,0.05,0.14,0.0,0.0,0.03,0.15,0.09,0.0,561.0,6.0,1.38,63.0,0.09,0.0,0.0,81.0,1.0,1
Frijol Blanco Enlatado,70.1,117,7.26,0.29,21.94,4.8,73.0,91.0,2.99,0.1,0.04,0.11,0.0,0.0,0.03,0.12,0.07,0.0,454.0,5.0,1.12,51.0,0.08,0.0,0.0,65.0,1.0,1
Frijol Blanco Grano Seco,11.32,333,23.36,0.85,60.27,15.2,240.0,301.0,10.44,0.44,0.15,0.48,0.0,0.0,0.07,0.36,0.22,0.0,1795.0,16.0,3.67,190.0,0.32,0.0,0.0,388.0,1.0,1
Frijol Caupi O Costeño Grano Seco,11.95,336,23.52,1.26,60.03,10.6,110.0,424.0,8.27,0.85,0.23,2.08,2.0,3.0,0.11,0.54,0.33,0.0,1112.0,16.0,3.37,184.0,0.36,0.0,0.0,633.0,1.0,1
Frijol Chiricano De Panamá Grano Seco,0.0,359,21.0,0.9,68.5,15.2,67.0,510.0,6.5,0.82,0.15,2.0,0.0,0.0,0.08,0.59,0.15,0.0,1359.0,12.0,2.79,0.0,0.4,0.0,0.0,394.0,1.0,1
Frijol Cuba O Piloy Grano Seco,13.6,328,22.8,1.5,58.1,16.4,128.0,328.0,5.4,0.3,0.11,2.1,0.0,1.0,0.08,0.23,0.15,0.0,1359.0,12.0,2.79,0.0,0.4,0.0,394.0,0.0,1.0,1
Frijol Lablab O Frijol Trepador Grano Seco,9.38,344,23.9,1.69,60.76,0.0,130.0,372.0,5.1,1.13,0.14,1.61,0.0,0.0,0.0,0.0,0.29,0.0,1235.0,21.0,9.3,283.0,0.16,0.0,0.0,23.0,1.0,1
Frijol Negro Grano Seco,10.4,343,22.7,1.6,61.6,18.37,134.0,415.0,7.1,0.47,0.15,2.09,1.0,0.0,0.1,0.27,0.29,0.0,1464.0,8.0,2.55,0.0,0.53,0.0,463.0,0.0,1.0,1
Frijol Piligue Grano Seco,14.6,327,18.0,1.3,62.2,18.37,126.0,325.0,8.9,0.5,0.15,2.48,0.0,1.0,0.23,0.17,0.23,0.0,1038.0,25.0,2.54,0.0,0.44,0.0,506.0,0.0,1.0,1
Frijol Quimbolito O Frijol De Arroz Grano Seco,10.5,338,19.3,0.6,65.4,0.0,218.0,313.0,7.2,0.58,0.08,2.2,0.0,9.0,0.05,0.21,0.16,0.0,1724.0,18.0,2.83,0.0,0.51,0.0,395.0,0.0,1.0,1
Frijol Rojo O Poroto Grano Seco,11.75,337,22.53,1.06,61.29,15.2,83.0,406.0,6.69,0.61,0.22,2.11,5.0,0.0,0.08,0.59,0.15,0.0,1359.0,12.0,2.79,138.0,0.4,0.0,0.0,394.0,1.0,1
Frijol Rojo Cocido S/Sal,66.94,127,8.67,0.5,22.8,7.4,28.0,142.0,2.94,0.16,0.06,0.58,1.0,0.0,0.04,0.28,0.07,0.0,403.0,2.0,1.07,45.0,0.12,0.0,0.0,130.0,1.0,1
Frijol Soya Grano Seco,8.54,416,36.49,19.94,30.16,9.3,277.0,704.0,15.7,0.87,0.87,1.62,6.0,0.0,4.4,11.26,2.88,0.0,1797.0,2.0,4.89,280.0,0.38,0.0,0.0,375.0,1.0,1
Frijol Soya Harina (Baja En Grasa),2.7,372,46.53,6.7,37.98,10.2,188.0,593.0,5.99,0.38,0.28,2.16,0.0,2.0,1.48,3.78,0.97,0.0,2570.0,18.0,1.18,229.0,0.52,0.0,0.0,410.0,1.0,1
Frijol Soya Leche Fluida,88.03,52,4.48,1.92,4.93,1.3,38.0,55.0,1.1,0.06,0.05,0.29,0.0,31.0,0.38,0.77,0.23,0.0,124.0,55.0,0.44,25.0,0.1,1.22,0.0,16.0,1.0,1
Frijol Soya Leche Polvo,3.0,425,28.3,17.8,43.8,0.0,597.0,717.0,10.7,1.17,1.67,5.76,53.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Frijol Toda Variedad Cocido C/Cerdo&Tomate Envasado,73.5,94,5.15,0.93,18.69,4.0,56.0,116.0,3.24,0.05,0.05,0.49,3.0,4.0,0.48,0.14,0.26,7.0,295.0,437.0,5.48,34.0,0.06,0.0,0.0,15.0,1.0,1
Frijol Toda Variedad Cocido Envasado Sol&Liq,78.04,82,5.22,0.6,14.5,4.3,34.0,90.0,1.17,0.12,0.05,0.41,1.0,0.0,0.23,0.16,0.08,0.0,237.0,296.0,0.46,27.0,0.07,0.0,0.0,36.0,1.0,1
Frijol Toda Variedad Grano Seco,11.75,333,23.58,0.83,60.01,24.9,143.0,407.0,8.2,0.53,0.22,2.06,5.0,0.0,0.06,0.46,0.12,0.0,1406.0,24.0,2.79,140.0,0.4,0.0,0.0,394.0,1.0,1
Frijol Toda Variedad Grano Seco (Pl 480),11.8,333,23.6,0.8,60.0,24.9,143.0,407.0,8.2,0.5,0.2,2.1,5.0,2.0,0.0,0.0,0.0,0.0,1406.0,24.0,2.8,140.0,0.4,0.0,0.0,0.0,1.0,1
Frijol Toda Variedad Harina,9.1,336,22.5,2.1,59.1,0.0,146.0,0.0,13.5,0.03,0.67,1.7,0.0,0.0,0.13,0.36,0.38,0.0,1464.0,8.0,2.55,182.0,0.16,0.0,463.0,0.0,1.0,1
Frijol Toda Variedad Refrito Envasado,75.97,94,5.49,1.26,15.53,5.3,35.0,86.0,1.66,0.03,0.02,0.31,6.0,0.0,0.56,0.15,0.47,8.0,267.0,299.0,1.17,33.0,0.14,0.0,0.0,11.0,1.0,1
Garbanzo Enlatado,69.69,119,4.95,1.14,22.62,4.4,32.0,90.0,1.35,0.03,0.03,0.14,4.0,1.0,0.26,0.51,0.12,0.0,172.0,299.0,1.06,29.0,0.47,0.0,0.0,67.0,1.0,1
Garbanzo Grano Seco,11.53,364,19.3,6.04,60.65,17.4,105.0,366.0,6.24,0.48,0.21,1.54,4.0,3.0,1.36,2.69,0.63,0.0,875.0,24.0,3.43,115.0,0.54,0.0,0.0,557.0,1.0,1
Guandú/Gandul/Frijol De Palo Grano Seco,10.59,343,21.7,1.49,62.78,15.0,130.0,367.0,5.23,0.64,0.19,2.96,0.0,1.0,0.01,0.81,0.33,0.0,1392.0,17.0,2.76,183.0,0.28,0.0,0.0,456.0,1.0,1
Haba Blanca Grano Seco,12.0,331,25.4,1.3,57.1,0.0,96.0,343.0,4.9,0.46,0.15,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1
Haba Seca Grano Crudo,10.98,341,26.12,1.53,58.29,25.0,103.0,421.0,6.7,0.56,0.33,2.83,1.0,3.0,0.3,0.63,0.25,0.0,1062.0,13.0,3.14,192.0,0.37,0.0,0.0,423.0,1.0,1
Haba Seca Grano Tostado,5.3,366,26.4,2.0,63.3,0.0,60.0,479.0,6.8,0.21,0.35,2.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1
Haba Seca Harina,7.3,348,27.6,1.9,58.1,0.0,78.0,0.0,18.2,0.45,0.29,2.0,0.0,5.0,0.26,0.5,0.22,0.0,1062.0,13.0,3.14,192.0,0.37,0.0,423.0,0.0,1.0,1
Lenteja Seca Grano,10.4,353,25.8,1.06,60.08,30.5,56.0,451.0,7.54,0.87,0.21,2.61,4.0,2.0,0.19,0.52,0.16,0.0,955.0,6.0,4.78,122.0,0.54,0.0,0.0,479.0,1.0,1
Lenteja Seca Harina,10.0,349,24.3,1.4,62.1,0.0,69.0,362.0,7.2,0.47,0.34,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Almendra Seca,4.47,581,21.94,50.62,19.94,10.4,216.0,480.0,3.72,0.2,0.56,3.66,0.0,0.0,32.29,12.05,3.89,0.0,687.0,28.0,3.12,275.0,0.12,0.0,0.0,30.0,1.0,2
Almendra Seca Tostada C/Sal,2.6,597,22.09,52.83,19.29,11.8,266.0,489.0,4.51,0.07,0.86,3.85,0.0,0.0,33.66,12.65,4.05,0.0,746.0,1.0,3.54,286.0,0.13,0.0,0.0,33.0,1.0,2
Avellana Seca,5.79,629,13.7,61.15,17.0,11.0,149.0,310.0,3.3,0.47,0.11,1.55,2.0,2.0,48.19,5.56,4.67,0.0,658.0,0.0,2.2,160.0,0.58,0.0,0.0,78.0,1.0,2
Castaña Fresca,53.2,191,2.8,1.5,41.5,0.0,29.0,87.0,1.7,0.23,0.22,0.5,0.0,1.0,0.43,0.49,0.23,0.0,484.0,2.0,0.49,0.0,0.35,0.0,0.0,58.0,0.81,2
Castaña Seca,8.4,377,6.7,4.1,78.6,0.0,57.0,170.0,3.3,0.34,0.39,0.8,0.0,0.0,1.35,1.55,0.74,0.0,991.0,37.0,0.35,0.0,0.67,0.0,0.0,110.0,0.82,2
Macadamia Seca,1.36,718,7.91,75.77,13.82,8.6,85.0,188.0,3.69,1.2,0.16,2.47,1.0,0.0,58.88,1.5,12.06,0.0,368.0,5.0,1.3,130.0,0.28,0.0,0.0,11.0,0.31,2
Maní/Cacahuate Crudo C/Película,6.9,543,25.5,44.0,21.3,0.0,66.0,393.0,3.0,0.91,0.21,17.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
Maní/Cacahuate Crudo S/Película,6.5,567,25.8,49.24,16.13,8.5,92.0,376.0,4.58,0.64,0.14,12.07,0.0,0.0,24.43,15.56,6.83,0.0,705.0,18.0,3.27,168.0,0.35,0.0,0.0,240.0,1.0,2
Maní/Cacahuate Tostado C/Aceite C/Sal,1.45,599,28.03,52.5,15.26,9.4,61.0,397.0,1.52,0.09,0.09,13.82,1.0,0.0,25.94,15.27,8.67,0.0,726.0,320.0,3.28,176.0,0.46,0.0,0.0,120.0,1.0,2
Maní/Cacahuate Tostado C/Aceite S/Sal,1.95,581,26.35,49.3,18.92,6.9,88.0,517.0,1.83,0.25,0.11,14.28,0.0,0.0,24.46,15.58,6.84,0.0,682.0,6.0,6.63,185.0,0.25,0.0,0.0,126.0,1.0,2
Maní/Cacahuate Tostado C/Sal,1.55,585,23.68,49.66,21.51,8.0,54.0,358.0,2.26,0.44,0.1,13.52,0.0,0.0,24.64,15.69,6.89,0.0,658.0,813.0,3.31,176.0,0.26,0.0,0.0,145.0,1.0,2
Maní/Cacahuate Tostado S/Sal,1.55,585,23.68,49.66,21.51,8.0,54.0,358.0,2.26,0.44,0.1,13.52,0.0,0.0,24.64,15.69,6.89,0.0,658.0,6.0,3.31,176.0,0.26,0.0,0.0,145.0,1.0,2
Nuez De Brazil Seca,3.48,656,14.32,66.43,12.27,7.5,160.0,725.0,2.43,0.62,0.04,0.29,1.0,0.0,24.55,20.58,15.14,0.0,659.0,3.0,4.06,376.0,0.1,0.0,0.0,22.0,0.48,2
Nuez De Nogal Seca,4.07,654,15.23,65.21,13.71,6.7,98.0,346.0,2.91,0.34,0.15,1.13,1.0,1.0,8.93,47.17,6.13,0.0,441.0,2.0,3.09,158.0,0.54,0.0,0.0,98.0,0.45,2
Pecana Seca,3.52,691,9.17,71.97,13.86,9.6,70.0,277.0,2.53,0.66,0.13,1.17,1.0,3.0,40.8,21.61,6.18,0.0,410.0,0.0,4.53,121.0,0.21,0.0,0.0,22.0,0.53,2
Pecanas Secas Tostadas C/Aceite S/Sal,1.13,715,9.2,75.23,13.01,9.5,67.0,263.0,2.47,0.47,0.11,1.2,1.0,5.0,40.97,23.58,7.24,0.0,392.0,1.0,4.47,121.0,0.19,0.0,0.0,15.0,1.0,2
Pecanas Secas Tostadas S/Sal,1.12,710,9.5,74.27,13.55,9.4,72.0,293.0,2.8,0.45,0.11,1.17,1.0,7.0,43.96,20.57,6.28,0.0,424.0,1.0,5.07,132.0,0.19,0.0,0.0,16.0,1.0,2
Semilla De Achiote Grano,3.1,388,11.3,5.3,74.9,0.0,11.0,13.0,4.7,0.45,0.16,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
Semilla De Achiote Pasta,98.4,7,0.0,0.3,1.1,0.0,7.0,10.0,0.3,0.0,0.05,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
Semilla De Ajonjolí,4.69,573,17.73,49.67,23.45,11.8,975.0,629.0,14.55,0.79,0.25,4.51,0.0,0.0,18.76,21.77,6.96,0.0,468.0,11.0,7.75,351.0,0.79,0.0,0.0,97.0,1.0,2
Semilla De Ayote Cruda,6.92,541,24.54,45.85,17.81,3.9,43.0,1174.0,14.97,0.21,0.32,1.75,2.0,19.0,14.26,20.9,8.67,0.0,807.0,18.0,7.46,535.0,0.22,0.0,0.0,58.0,0.74,2
Semilla De Ayote Tostada,7.1,522,32.97,42.13,13.43,3.9,43.0,1172.0,14.94,0.21,0.32,1.74,2.0,19.0,13.1,19.21,7.97,0.0,806.0,18.0,7.44,534.0,0.09,0.0,0.0,57.0,1.0,2
Semilla De Cacao Seca,3.6,456,12.0,46.3,34.7,0.0,106.0,537.0,3.6,0.17,0.14,1.7,3.0,0.0,19.0,1.0,27.0,0.0,830.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2
Semilla De Chan,4.9,490,15.62,30.75,43.85,37.7,631.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,23.33,3.18,0.0,160.0,19.0,3.49,0.0,0.0,0.0,0.0,0.0,1.0,2
Semilla De Marañón Tostada C/Aceite C/Sal,2.34,581,16.84,47.77,30.16,3.3,43.0,531.0,6.05,0.36,0.22,1.74,0.0,0.0,25.92,8.55,8.48,0.0,632.0,308.0,5.35,273.0,0.32,0.0,0.0,25.0,1.0,2
Semilla De Marañón Tostada C/Aceite S/Sal,3.48,580,16.84,47.77,29.87,3.3,43.0,531.0,6.05,0.36,0.22,1.74,0.0,0.0,25.92,8.55,8.48,0.0,632.0,13.0,5.35,273.0,0.32,0.0,0.0,25.0,1.0,2
Semilla De Marañón Tostada C/Sal,1.7,574,15.31,46.35,32.69,3.0,45.0,490.0,6.0,0.2,0.2,1.4,0.0,0.0,27.32,7.84,9.16,0.0,565.0,640.0,5.6,260.0,0.26,0.0,0.0,69.0,1.0,2
Semilla De Marañón Tostada S/Sal,1.7,574,15.31,46.35,32.69,3.0,45.0,490.0,6.0,0.2,0.2,1.4,0.0,0.0,27.32,7.84,9.16,0.0,565.0,16.0,5.6,260.0,0.26,0.0,0.0,69.0,1.0,2
Semilla De Nuez De Pan Seca,6.5,367,8.62,1.68,79.39,14.9,94.0,178.0,4.6,0.03,0.14,2.1,47.0,11.0,0.21,0.9,0.45,0.0,2011.0,53.0,1.91,115.0,0.69,0.0,0.0,113.0,1.0,2
Semilla De Pistacho Tostada C/Sal,2.03,568,21.35,45.97,26.78,10.3,110.0,485.0,4.2,0.84,0.16,1.42,2.0,13.0,24.22,13.9,5.55,0.0,1042.0,405.0,2.3,120.0,1.27,0.0,0.0,50.0,0.53,2
Semillas Mixtas Tostadas C/Aceite C/Sal,2.03,617,16.76,56.33,21.41,9.0,108.0,464.0,3.21,0.5,0.22,5.06,1.0,0.0,31.69,13.3,8.73,0.0,581.0,419.0,5.08,235.0,0.24,0.0,0.0,83.0,0.0,2
Semillas Mixtas Tostadas C/Sal,1.75,594,17.3,51.45,25.35,9.0,70.0,435.0,3.7,0.2,0.2,4.7,0.0,0.0,31.4,10.77,6.9,0.0,597.0,669.0,3.8,225.0,0.3,0.0,0.0,50.0,1.0,2
Semillas Morro O Jícaro,3.4,530,30.2,39.7,22.9,0.0,50.0,968.0,9.4,0.73,0.12,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,2
Aceituna Negra O Aceituno De El Salvador,79.6,73,1.1,0.4,18.3,0.0,19.0,26.0,0.8,0.02,0.04,0.36,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,3
Aceituna Verde Envasada,79.99,115,0.84,10.68,6.26,3.2,88.0,3.0,3.3,0.0,0.0,0.04,1.0,20.0,7.89,0.91,1.41,0.0,8.0,872.0,0.22,4.0,0.01,0.0,0.0,0.0,1.0,3
Acelga Cocida S/Sal Escurrida,92.65,20,1.88,0.08,4.13,2.1,58.0,33.0,2.26,0.03,0.09,0.36,18.0,306.0,0.02,0.03,0.01,0.0,549.0,179.0,0.33,86.0,0.09,0.0,0.0,9.0,1.0,3
Acelga Cruda,91.1,27,2.9,0.3,4.8,0.0,62.0,0.0,3.9,0.05,0.23,0.5,6.0,330.0,0.0,0.0,0.0,0.0,550.0,147.0,0.02,65.0,0.0,0.0,90.0,0.0,0.82,3
Aguacate,73.23,160,2.0,14.66,8.53,6.7,12.0,52.0,0.55,0.07,0.13,1.74,10.0,7.0,9.8,1.82,2.13,0.0,485.0,7.0,0.64,29.0,0.26,0.0,0.0,81.0,0.74,3
Ajo Cabeza O Bulbo,63.8,134,5.3,0.2,29.3,0.0,38.0,134.0,1.4,0.21,0.08,0.6,9.0,0.0,0.01,0.23,0.09,0.0,529.0,19.0,1.0,0.0,0.0,0.0,3.0,0.0,0.94,3
Alcachofa Hojas Y Corazón,84.94,47,3.27,0.15,10.51,5.4,44.0,90.0,1.28,0.07,0.07,1.05,12.0,9.0,0.0,0.06,0.04,0.0,370.0,94.0,0.49,60.0,0.12,0.0,0.0,68.0,0.48,3
Apazote/Epazote,85.5,42,3.8,0.7,7.6,0.0,304.0,52.0,5.2,0.06,0.28,0.6,11.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,3
Apio Tallos,95.43,14,0.69,0.17,2.97,1.6,40.0,24.0,0.2,0.02,0.06,0.32,3.0,22.0,0.03,0.08,0.04,0.0,260.0,80.0,0.13,11.0,0.07,0.0,0.0,36.0,0.89,3
Arracacha Raíz Amarilla,77.3,88,0.5,0.4,20.7,0.0,34.0,58.0,0.0,0.03,0.03,6.8,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3
Arracacha Raíz Blanca,70.9,113,0.8,0.4,26.7,0.0,44.0,55.0,1.2,0.07,0.04,4.81,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,3
Arveja China Cruda,88.89,42,2.8,0.2,7.55,2.6,43.0,53.0,2.08,0.15,0.08,0.6,60.0,54.0,0.02,0.09,0.04,0.0,200.0,4.0,0.27,24.0,0.16,0.0,0.0,42.0,0.94,3
Arveja Cocida S/Sal Escurrida,77.87,84,5.36,0.22,15.64,5.5,27.0,117.0,1.54,0.26,0.15,2.02,14.0,40.0,0.02,0.1,0.04,0.0,271.0,3.0,1.19,39.0,0.22,0.0,0.0,63.0,1.0,3
Arveja Cruda,78.86,81,5.42,0.4,14.46,5.1,25.0,108.0,1.47,0.27,0.13,2.09,40.0,38.0,0.04,0.19,0.07,0.0,244.0,5.0,1.24,33.0,0.17,0.0,0.0,65.0,0.45,3
Arveja Enlatada Sólidos,81.7,69,4.42,0.35,12.58,4.1,20.0,67.0,0.95,0.12,0.08,0.73,10.0,27.0,0.03,0.16,0.06,0.0,173.0,252.0,0.71,17.0,0.06,0.0,0.0,44.0,1.0,3
Arveja Y Zanahoria Enlatada Sol&Liq,88.15,38,2.17,0.27,8.48,2.0,23.0,46.0,0.75,0.07,0.05,0.58,7.0,289.0,0.02,0.13,0.05,0.0,100.0,260.0,0.58,14.0,0.09,0.0,0.0,18.0,1.0,3
Ayote/Guicoy/Zapallo/Calabaza Amarillo/Maduro,91.0,30,0.6,0.2,7.6,0.5,19.0,22.0,0.5,0.04,0.04,0.5,15.0,143.0,0.01,0.0,0.05,0.0,340.0,1.0,0.32,0.0,0.06,0.0,0.0,16.0,0.53,3
Ayote/Guicoy/Zapallo/Calabaza Flores,95.15,15,1.03,0.07,3.28,0.0,39.0,49.0,0.7,0.04,0.08,0.69,28.0,97.0,0.01,0.0,0.04,0.0,173.0,5.0,0.0,24.0,0.0,0.0,0.0,59.0,0.35,3
Ayote/Guicoy/Zapallo/Calabaza Hojas Y Puntas,92.88,19,3.15,0.4,2.33,0.0,39.0,104.0,2.22,0.09,0.13,0.92,11.0,97.0,0.05,0.02,0.21,0.0,436.0,11.0,0.2,38.0,0.21,0.0,0.0,36.0,0.41,3
Berenjena Cocida S/Sal Escurrida,89.67,35,0.83,0.23,8.73,2.5,6.0,15.0,0.25,0.08,0.02,0.6,1.0,2.0,0.02,0.09,0.04,0.0,123.0,1.0,0.12,11.0,0.09,0.0,0.0,14.0,1.0,3
Berenjena Cruda,92.41,24,1.01,0.19,5.7,3.4,9.0,25.0,0.24,0.04,0.04,0.65,2.0,1.0,0.02,0.08,0.03,0.0,230.0,2.0,0.16,14.0,0.08,0.0,0.0,22.0,0.81,3
Berro Crudo,92.2,22,2.8,0.4,3.3,1.51,117.0,76.0,1.9,0.12,0.1,1.0,44.0,161.0,0.24,0.23,0.02,0.0,606.0,14.0,0.23,0.0,0.25,0.0,0.0,80.0,0.6,3
Bledo/Amaranto Hojas,87.77,32,2.72,0.55,5.73,1.73,278.0,81.0,6.34,0.05,0.24,1.2,65.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,3
Brocoli/Brecol Cocido S/Sal Escurrido,89.25,35,2.38,0.41,7.18,3.3,40.0,67.0,0.67,0.06,0.12,0.55,65.0,77.0,0.04,0.17,0.08,0.0,293.0,41.0,0.45,21.0,0.2,0.0,0.0,108.0,1.0,3
Brocoli/Brecol Crudo,89.3,34,2.82,0.37,6.64,2.6,47.0,66.0,0.73,0.07,0.12,0.64,89.0,31.0,0.01,0.04,0.04,0.0,316.0,33.0,0.41,21.0,0.17,0.0,0.0,63.0,0.59,3
Brotes De Alfalfa,91.14,29,3.99,0.69,3.78,2.5,32.0,70.0,0.96,0.08,0.13,0.48,8.0,8.0,0.06,0.41,0.07,0.0,79.0,6.0,0.92,27.0,0.03,0.0,0.0,36.0,1.0,3
Brotes De Bambu,91.0,27,2.6,0.3,5.2,2.2,13.0,59.0,0.5,0.15,0.07,0.6,4.0,1.0,0.01,0.13,0.07,0.0,533.0,4.0,1.1,3.0,0.24,0.0,0.0,7.0,0.29,3
Brotes De Soya,69.05,122,13.09,6.7,9.57,1.1,67.0,164.0,2.1,0.34,0.12,1.15,15.0,1.0,1.52,3.78,0.93,0.0,484.0,14.0,1.17,72.0,0.18,0.0,0.0,172.0,1.0,3
Busnay Flores,82.4,55,6.3,1.2,8.4,0.0,403.0,136.0,1.4,0.04,0.49,1.79,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3
Caiba/Caigua/Ciclantera,94.5,17,0.6,0.1,4.0,0.0,13.0,26.0,0.6,0.04,0.04,0.3,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,3
Calabacita/Guicoyito/Pipian,92.8,24,1.0,0.2,5.5,0.0,19.0,32.0,0.6,0.05,0.04,0.5,19.0,369.0,0.01,0.01,0.01,0.0,176.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.97,3
Camote/Batata Anaranjado Cocido S/Cáscara S/Sal,80.13,76,1.37,0.14,17.72,2.5,27.0,32.0,0.72,0.06,0.05,0.54,13.0,787.0,0.0,0.08,0.04,0.0,230.0,27.0,0.2,18.0,0.17,0.0,0.0,6.0,1.0,3
Camote/Batata Anaranjado Crudo,77.28,86,1.57,0.05,20.12,3.0,30.0,47.0,0.61,0.08,0.06,0.56,2.0,709.0,0.0,0.01,0.02,0.0,337.0,55.0,0.3,25.0,0.21,0.0,0.0,11.0,0.72,3
Camote/Batata Palido,70.6,103,1.0,0.4,24.0,0.0,41.0,0.0,0.6,0.09,0.03,0.6,23.0,26.0,0.01,0.11,0.06,0.0,204.0,13.0,0.28,10.0,0.26,0.0,14.0,0.0,0.78,3
Camote/Batata Hojas,86.3,48,3.2,0.8,8.5,2.0,111.0,30.0,2.9,0.08,0.26,0.7,58.0,51.0,0.01,0.13,0.06,0.0,518.0,9.0,0.29,0.0,0.19,0.0,0.0,80.0,0.94,3
Canchon O Repollo Chino (Pe-Tsai),95.6,14,0.8,0.4,2.5,1.2,52.0,24.0,0.4,0.03,0.03,0.4,24.0,16.0,0.02,0.07,0.04,0.0,238.0,9.0,0.23,0.0,0.23,0.0,0.0,79.0,0.69,3
Cebolla Cabeza,88.1,45,1.4,0.2,9.7,0.0,30.0,40.0,1.0,0.04,0.03,0.3,10.0,0.0,0.04,0.1,0.04,0.0,157.0,10.0,0.1,0.0,0.16,0.0,20.0,0.0,0.91,3
Cebolla Cabeza Y Tallos,89.83,32,1.83,0.19,7.34,2.6,72.0,37.0,1.48,0.05,0.08,0.52,19.0,50.0,0.03,0.07,0.03,0.0,276.0,16.0,0.39,20.0,0.06,0.0,0.0,64.0,0.96,3
Cebolla Tallos,92.2,26,1.8,0.6,4.7,3.5,42.0,43.0,3.4,0.05,0.11,0.7,39.0,200.0,0.01,0.04,0.02,0.0,260.0,4.0,0.45,0.0,0.06,0.0,0.0,14.0,1.0,3
Cebollín,92.6,24,1.1,0.2,5.5,0.0,76.0,26.0,0.9,0.04,0.11,0.3,22.0,390.0,0.0,0.0,0.0,0.0,231.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,3
Chaya O Chicasquil Hojas,79.8,64,6.2,1.3,10.7,0.0,234.0,76.0,2.8,0.2,0.4,1.6,194.0,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Chayote/Guisquil/Pataste Cocido S/Sal Escurrido,93.43,24,0.62,0.48,5.09,2.8,13.0,29.0,0.22,0.03,0.04,0.42,8.0,2.0,0.0,0.0,0.09,0.0,173.0,1.0,0.31,12.0,0.12,0.0,0.0,18.0,1.0,3
Chayote/Guisquil/Pataste Crudo,90.8,31,0.9,0.2,7.7,1.7,12.0,30.0,0.6,0.03,0.04,0.4,20.0,3.0,0.01,0.06,0.03,0.0,125.0,2.0,0.74,0.0,0.08,0.0,0.0,93.0,0.77,3
